90;50;00;55;55;30;35;25;00;00;340;佣兵;
80;45;00;60;55;35;35;35;00;00;345;佣兵女;
80;40;00;50;50;30;35;30;00;00;315;剑士;
70;35;00;50;55;45;35;35;00;00;325;剑士女;
90;50;00;80;40;30;40;25;00;00;355;弓箭手;
85;45;00;80;45;30;35;35;00;00;355;弓箭手女;
90;60;00;45;45;25;60;25;00;00;350;重甲骑士;
85;55;00;45;45;30;55;35;00;00;350;重甲骑士女;
90;50;00;50;50;20;35;25;00;00;320;轻骑士;
85;45;00;65;50;25;30;30;00;00;330;轻骑士女;
80;40;00;45;60;50;35;35;00;00;345;盗贼;
75;35;00;45;60;50;30;40;00;00;335;盗贼女;
90;40;00;65;40;25;35;35;00;00;330;刺客;
80;35;00;65;45;25;30;40;00;00;320;刺客女;
95;55;00;50;60;25;50;25;00;00;360;枪兵;
90;55;00;55;60;35;45;25;00;00;365;枪兵女;
100;65;00;50;45;25;40;25;00;00;350;战士;
100;70;00;45;50;25;40;25;00;00;355;山贼/海盗;
75;40;00;50;65;45;35;55;00;00;365;天马骑士;
100;60;00;50;40;25;50;25;00;00;350;龙骑士;
90;55;00;50;50;25;40;35;00;00;345;龙骑士女;
75;00;50;60;46;25;35;45;00;00;336;魔法师;
70;00;65;35;65;30;25;50;00;00;340;魔法师女;
80;00;65;55;40;25;40;55;00;00;360;巫师;
75;00;75;45;50;30;30;60;00;00;365;巫师女;
75;00;55;55;50;25;35;60;00;00;355;修道士;
70;00;65;45;70;40;25;70;00;00;385;修女;
85;45;00;45;50;30;35;35;00;00;325;游牧民;
80;40;00;50;60;35;30;35;00;00;330;游牧民女;
80;00;50;55;65;40;30;50;00;00;370;神官骑士;
