04;02;00;02;02;00;02;02;02;01;17;勇者;
05;02;00;00;00;00;02;01;01;01;12;剑圣;
03;01;00;02;02;00;02;03;01;01;15;狙击手;
04;02;00;02;02;00;02;03;03;01;19;将军;
02;01;00;01;01;00;02;01;02;01;11;圣骑士;
03;02;00;01;02;00;02;01;02;01;14;重骑士;
03;01;00;00;00;00;02;02;01;01;10;刺客;
02;01;00;01;00;00;02;02;01;01;10;侠盗;
05;01;00;01;01;00;01;01;01;01;12;抢圣;
03;01;00;02;00;00;03;03;02;01;15;勇士;
04;01;00;01;01;00;02;02;02;01;15;狂战士;
05;02;00;02;00;00;02;02;02;01;16;隼骑士;
04;02;00;02;00;00;02;00;02;01;13;龙骑统帅;
03;01;00;02;03;00;00;01;02;01;13;翼龙骑士;
03;02;00;01;01;00;03;03;02;01;16;游牧骑兵;
04;00;01;01;01;00;03;03;01;01;15;贤者;
03;00;02;01;00;00;03;03;01;01;14;司祭;
04;00;00;00;04;00;02;02;02;01;15;德鲁伊;
03;00;01;01;02;00;01;03;02;01;14;召唤士;
80;00;50;55;65;40;30;50;00;00;370;女武神;
